freq,unit,tra_meas,schedule,tra_cov,rep_airp\TIME_PERIOD,2022_value,2022_flag,2022-01_value,2022-01_flag,2022-02_value,2022-02_flag,2022-03_value,2022-03_flag,2022-04_value,2022-04_flag,2022-05_value,2022-05_flag,2022-06_value,2022-06_flag,2022-07_value,2022-07_flag,2022-08_value,2022-08_flag,2022-09_value,2022-09_flag,2022-10_value,2022-10_flag,2022-11_value,2022-11_flag,2022-12_value,2022-12_flag,2022-Q1_value,2022-Q1_flag,2022-Q2_value,2022-Q2_flag,2022-Q3_value,2022-Q3_flag,2022-Q4_value,2022-Q4_flag
Q,T,FRM_NLD,N_SCHED,INTL_IEU27_2020,AT_LOWG,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,5.2,,0.9,,0.6,,0.0,
Q,T,FRM_NLD,N_SCHED,INTL_IEU28,AT_LOWG,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:
Q,T,FRM_NLD,N_SCHED,INTL_XEU27_2020,AT_LOWG,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,0.0,,0.6,,0.0,,0.0,
Q,T,FRM_NLD,N_SCHED,INTL_XEU28,AT_LOWG,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:
Q,T,FRM_NLD,N_SCHED,NAT,AT_LOWG,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,0.0,,0.0,,0.0,,0.0,
Q,T,FRM_NLD,N_SCHED,TOTAL,AT_LOWG,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,5.2,,1.5,,0.6,,0.0,
Q,T,FRM_NLD,SCHED,INTL,AT_LOWG,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,1.6,,2.2,,0.5,,0.1,
Q,T,FRM_NLD,SCHED,INTL_IEU27_2020,AT_LOWG,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,1.6,,2.2,,0.5,,0.1,
Q,T,FRM_NLD,SCHED,INTL_IEU28,AT_LOWG,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:
Q,T,FRM_NLD,SCHED,INTL_XEU27_2020,AT_LOWG,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,0.0,,0.0,,0.0,,0.0,
Q,T,FRM_NLD,SCHED,INTL_XEU28,AT_LOWG,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:
Q,T,FRM_NLD,SCHED,NAT,AT_LOWG,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,0.0,,0.6,,0.2,,2.4,
Q,T,FRM_NLD,SCHED,TOTAL,AT_LOWG,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,1.6,,2.8,,0.7,,2.4,
Q,T,FRM_NLD,TOT,INTL,AT_LOWG,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,6.9,,3.7,,1.1,,0.1,
Q,T,FRM_NLD,TOT,INTL_IEU27_2020,AT_LOWG,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,6.9,,3.1,,1.1,,0.1,
Q,T,FRM_NLD,TOT,INTL_IEU28,AT_LOWG,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:
Q,T,FRM_NLD,TOT,INTL_XEU27_2020,AT_LOWG,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,0.0,,0.6,,0.0,,0.0,
Q,T,FRM_NLD,TOT,INTL_XEU28,AT_LOWG,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:
Q,T,FRM_NLD,TOT,NAT,AT_LOWG,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,0.0,,0.6,,0.2,,2.4,
Q,T,FRM_NLD,TOT,TOTAL,AT_LOWG,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,6.9,,4.3,,1.3,,2.4,
