,STATISTIC,Statistic Label,TLIST(W1),Week,C03132V03784,Luas Line,UNIT,VALUE
616,TII03C01,Passenger Journeys,2022W47,2022 Week 47,1,Red line,Number,535559.0
617,TII03C01,Passenger Journeys,2022W47,2022 Week 47,2,Green line,Number,503755.0
618,TII03C01,Passenger Journeys,2022W48,2022 Week 48,-,All Luas lines,Number,1038722.0
619,TII03C01,Passenger Journeys,2022W48,2022 Week 48,1,Red line,Number,547010.0
620,TII03C01,Passenger Journeys,2022W48,2022 Week 48,2,Green line,Number,491713.0
621,TII03C01,Passenger Journeys,2022W49,2022 Week 49,-,All Luas lines,Number,1035628.0
622,TII03C01,Passenger Journeys,2022W49,2022 Week 49,1,Red line,Number,537455.0
623,TII03C01,Passenger Journeys,2022W49,2022 Week 49,2,Green line,Number,498173.0
624,TII03C01,Passenger Journeys,2022W50,2022 Week 50,-,All Luas lines,Number,1060205.0
625,TII03C01,Passenger Journeys,2022W50,2022 Week 50,1,Red line,Number,526929.0
626,TII03C01,Passenger Journeys,2022W50,2022 Week 50,2,Green line,Number,533275.0
627,TII03C01,Passenger Journeys,2022W51,2022 Week 51,-,All Luas lines,Number,832231.0
628,TII03C01,Passenger Journeys,2022W51,2022 Week 51,1,Red line,Number,420463.0
629,TII03C01,Passenger Journeys,2022W51,2022 Week 51,2,Green line,Number,411768.0
630,TII03C01,Passenger Journeys,2022W52,2022 Week 52,-,All Luas lines,Number,560483.0
631,TII03C01,Passenger Journeys,2022W52,2022 Week 52,1,Red line,Number,289972.0
632,TII03C01,Passenger Journeys,2022W52,2022 Week 52,2,Green line,Number,270512.0
633,TII03C01,Passenger Journeys,2022W53,2022 Week 53,-,All Luas lines,Number,
634,TII03C01,Passenger Journeys,2022W53,2022 Week 53,1,Red line,Number,
635,TII03C01,Passenger Journeys,2022W53,2022 Week 53,2,Green line,Number,
636,TII03C01,Passenger Journeys,2023W01,2023 Week 01,-,All Luas lines,Number,711191.0
637,TII03C01,Passenger Journeys,2023W01,2023 Week 01,1,Red line,Number,371194.0
638,TII03C01,Passenger Journeys,2023W01,2023 Week 01,2,Green line,Number,339997.0
639,TII03C01,Passenger Journeys,2023W02,2023 Week 02,-,All Luas lines,Number,828385.0
640,TII03C01,Passenger Journeys,2023W02,2023 Week 02,1,Red line,Number,430666.0
641,TII03C01,Passenger Journeys,2023W02,2023 Week 02,2,Green line,Number,397719.0
642,TII03C01,Passenger Journeys,2023W03,2023 Week 03,-,All Luas lines,Number,851892.0
643,TII03C01,Passenger Journeys,2023W03,2023 Week 03,1,Red line,Number,440142.0
644,TII03C01,Passenger Journeys,2023W03,2023 Week 03,2,Green line,Number,411750.0
645,TII03C01,Passenger Journeys,2023W04,2023 Week 04,-,All Luas lines,Number,948591.0
646,TII03C01,Passenger Journeys,2023W04,2023 Week 04,1,Red line,Number,486675.0
647,TII03C01,Passenger Journeys,2023W04,2023 Week 04,2,Green line,Number,461916.0
648,TII03C01,Passenger Journeys,2023W05,2023 Week 05,-,All Luas lines,Number,952736.0
649,TII03C01,Passenger Journeys,2023W05,2023 Week 05,1,Red line,Number,489532.0
650,TII03C01,Passenger Journeys,2023W05,2023 Week 05,2,Green line,Number,463204.0
651,TII03C01,Passenger Journeys,2023W06,2023 Week 06,-,All Luas lines,Number,957284.0
652,TII03C01,Passenger Journeys,2023W06,2023 Week 06,1,Red line,Number,497428.0
653,TII03C01,Passenger Journeys,2023W06,2023 Week 06,2,Green line,Number,459856.0
654,TII03C01,Passenger Journeys,2023W07,2023 Week 07,-,All Luas lines,Number,968927.0
655,TII03C01,Passenger Journeys,2023W07,2023 Week 07,1,Red line,Number,500579.0
656,TII03C01,Passenger Journeys,2023W07,2023 Week 07,2,Green line,Number,468348.0
657,TII03C01,Passenger Journeys,2023W08,2023 Week 08,-,All Luas lines,Number,949241.0
658,TII03C01,Passenger Journeys,2023W08,2023 Week 08,1,Red line,Number,491496.0
659,TII03C01,Passenger Journeys,2023W08,2023 Week 08,2,Green line,Number,457745.0
660,TII03C01,Passenger Journeys,2023W09,2023 Week 09,-,All Luas lines,Number,915330.0
661,TII03C01,Passenger Journeys,2023W09,2023 Week 09,1,Red line,Number,468498.0
662,TII03C01,Passenger Journeys,2023W09,2023 Week 09,2,Green line,Number,446831.0
663,TII03C01,Passenger Journeys,2023W10,2023 Week 10,-,All Luas lines,Number,887706.0
664,TII03C01,Passenger Journeys,2023W10,2023 Week 10,1,Red line,Number,479445.0
665,TII03C01,Passenger Journeys,2023W10,2023 Week 10,2,Green line,Number,408261.0
666,TII03C01,Passenger Journeys,2023W11,2023 Week 11,-,All Luas lines,Number,933919.0
667,TII03C01,Passenger Journeys,2023W11,2023 Week 11,1,Red line,Number,502781.0
668,TII03C01,Passenger Journeys,2023W11,2023 Week 11,2,Green line,Number,431138.0
669,TII03C01,Passenger Journeys,2023W12,2023 Week 12,-,All Luas lines,Number,942682.0
670,TII03C01,Passenger Journeys,2023W12,2023 Week 12,1,Red line,Number,505332.0
671,TII03C01,Passenger Journeys,2023W12,2023 Week 12,2,Green line,Number,437350.0
672,TII03C01,Passenger Journeys,2023W13,2023 Week 13,-,All Luas lines,Number,971374.0
673,TII03C01,Passenger Journeys,2023W13,2023 Week 13,1,Red line,Number,507092.0
674,TII03C01,Passenger Journeys,2023W13,2023 Week 13,2,Green line,Number,464282.0
675,TII03C01,Passenger Journeys,2023W14,2023 Week 14,-,All Luas lines,Number,894947.0
676,TII03C01,Passenger Journeys,2023W14,2023 Week 14,1,Red line,Number,482842.0
677,TII03C01,Passenger Journeys,2023W14,2023 Week 14,2,Green line,Number,412105.0
678,TII03C01,Passenger Journeys,2023W15,2023 Week 15,-,All Luas lines,Number,830253.0
679,TII03C01,Passenger Journeys,2023W15,2023 Week 15,1,Red line,Number,476106.0
680,TII03C01,Passenger Journeys,2023W15,2023 Week 15,2,Green line,Number,354148.0
681,TII03C01,Passenger Journeys,2023W16,2023 Week 16,-,All Luas lines,Number,936981.0
682,TII03C01,Passenger Journeys,2023W16,2023 Week 16,1,Red line,Number,493366.0
683,TII03C01,Passenger Journeys,2023W16,2023 Week 16,2,Green line,Number,443616.0
684,TII03C01,Passenger Journeys,2023W17,2023 Week 17,-,All Luas lines,Number,913737.0
685,TII03C01,Passenger Journeys,2023W17,2023 Week 17,1,Red line,Number,495522.0
686,TII03C01,Passenger Journeys,2023W17,2023 Week 17,2,Green line,Number,418215.0
687,TII03C01,Passenger Journeys,2023W18,2023 Week 18,-,All Luas lines,Number,885361.0
688,TII03C01,Passenger Journeys,2023W18,2023 Week 18,1,Red line,Number,483525.0
689,TII03C01,Passenger Journeys,2023W18,2023 Week 18,2,Green line,Number,401836.0
690,TII03C01,Passenger Journeys,2023W19,2023 Week 19,-,All Luas lines,Number,939287.0
691,TII03C01,Passenger Journeys,2023W19,2023 Week 19,1,Red line,Number,496075.0
692,TII03C01,Passenger Journeys,2023W19,2023 Week 19,2,Green line,Number,443212.0
693,TII03C01,Passenger Journeys,2023W20,2023 Week 20,-,All Luas lines,Number,934041.0
694,TII03C01,Passenger Journeys,2023W20,2023 Week 20,1,Red line,Number,487287.0
695,TII03C01,Passenger Journeys,2023W20,2023 Week 20,2,Green line,Number,446753.0
696,TII03C01,Passenger Journeys,2023W21,2023 Week 21,-,All Luas lines,Number,942106.0
697,TII03C01,Passenger Journeys,2023W21,2023 Week 21,1,Red line,Number,598293.0
698,TII03C01,Passenger Journeys,2023W21,2023 Week 21,2,Green line,Number,343813.0
699,TII03C01,Passenger Journeys,2023W22,2023 Week 22,-,All Luas lines,Number,712764.0
700,TII03C01,Passenger Journeys,2023W22,2023 Week 22,1,Red line,Number,383243.0
701,TII03C01,Passenger Journeys,2023W22,2023 Week 22,2,Green line,Number,329521.0
702,TII03C01,Passenger Journeys,2023W23,2023 Week 23,-,All Luas lines,Number,845530.0
703,TII03C01,Passenger Journeys,2023W23,2023 Week 23,1,Red line,Number,465542.0
704,TII03C01,Passenger Journeys,2023W23,2023 Week 23,2,Green line,Number,379988.0
705,TII03C01,Passenger Journeys,2023W24,2023 Week 24,-,All Luas lines,Number,908491.0
706,TII03C01,Passenger Journeys,2023W24,2023 Week 24,1,Red line,Number,482633.0
707,TII03C01,Passenger Journeys,2023W24,2023 Week 24,2,Green line,Number,425858.0
708,TII03C01,Passenger Journeys,2023W25,2023 Week 25,-,All Luas lines,Number,942501.0
709,TII03C01,Passenger Journeys,2023W25,2023 Week 25,1,Red line,Number,510176.0
710,TII03C01,Passenger Journeys,2023W25,2023 Week 25,2,Green line,Number,432325.0
711,TII03C01,Passenger Journeys,2023W26,2023 Week 26,-,All Luas lines,Number,965830.0
712,TII03C01,Passenger Journeys,2023W26,2023 Week 26,1,Red line,Number,525000.0
713,TII03C01,Passenger Journeys,2023W26,2023 Week 26,2,Green line,Number,440830.0
714,TII03C01,Passenger Journeys,2023W27,2023 Week 27,-,All Luas lines,Number,917233.0
715,TII03C01,Passenger Journeys,2023W27,2023 Week 27,1,Red line,Number,501656.0
716,TII03C01,Passenger Journeys,2023W27,2023 Week 27,2,Green line,Number,415577.0
717,TII03C01,Passenger Journeys,2023W28,2023 Week 28,-,All Luas lines,Number,854628.0
718,TII03C01,Passenger Journeys,2023W28,2023 Week 28,1,Red line,Number,458273.0
719,TII03C01,Passenger Journeys,2023W28,2023 Week 28,2,Green line,Number,396355.0
720,TII03C01,Passenger Journeys,2023W29,2023 Week 29,-,All Luas lines,Number,866913.0
721,TII03C01,Passenger Journeys,2023W29,2023 Week 29,1,Red line,Number,463673.0
722,TII03C01,Passenger Journeys,2023W29,2023 Week 29,2,Green line,Number,403240.0
723,TII03C01,Passenger Journeys,2023W30,2023 Week 30,-,All Luas lines,Number,898925.0
724,TII03C01,Passenger Journeys,2023W30,2023 Week 30,1,Red line,Number,490187.0
725,TII03C01,Passenger Journeys,2023W30,2023 Week 30,2,Green line,Number,408738.0
726,TII03C01,Passenger Journeys,2023W31,2023 Week 31,-,All Luas lines,Number,807150.0
727,TII03C01,Passenger Journeys,2023W31,2023 Week 31,1,Red line,Number,466708.0
728,TII03C01,Passenger Journeys,2023W31,2023 Week 31,2,Green line,Number,340441.0
729,TII03C01,Passenger Journeys,2023W32,2023 Week 32,-,All Luas lines,Number,773935.0
730,TII03C01,Passenger Journeys,2023W32,2023 Week 32,1,Red line,Number,437277.0
731,TII03C01,Passenger Journeys,2023W32,2023 Week 32,2,Green line,Number,336659.0
732,TII03C01,Passenger Journeys,2023W33,2023 Week 33,-,All Luas lines,Number,830665.0
733,TII03C01,Passenger Journeys,2023W33,2023 Week 33,1,Red line,Number,449135.0
734,TII03C01,Passenger Journeys,2023W33,2023 Week 33,2,Green line,Number,381530.0
735,TII03C01,Passenger Journeys,2023W34,2023 Week 34,-,All Luas lines,Number,900531.0
736,TII03C01,Passenger Journeys,2023W34,2023 Week 34,1,Red line,Number,495211.0
737,TII03C01,Passenger Journeys,2023W34,2023 Week 34,2,Green line,Number,405320.0
738,TII03C01,Passenger Journeys,2023W35,2023 Week 35,-,All Luas lines,Number,844129.0
739,TII03C01,Passenger Journeys,2023W35,2023 Week 35,1,Red line,Number,432251.0
740,TII03C01,Passenger Journeys,2023W35,2023 Week 35,2,Green line,Number,411878.0
741,TII03C01,Passenger Journeys,2023W36,2023 Week 36,-,All Luas lines,Number,898741.0
742,TII03C01,Passenger Journeys,2023W36,2023 Week 36,1,Red line,Number,465836.0
743,TII03C01,Passenger Journeys,2023W36,2023 Week 36,2,Green line,Number,432905.0
744,TII03C01,Passenger Journeys,2023W37,2023 Week 37,-,All Luas lines,Number,907481.0
745,TII03C01,Passenger Journeys,2023W37,2023 Week 37,1,Red line,Number,462007.0
746,TII03C01,Passenger Journeys,2023W37,2023 Week 37,2,Green line,Number,445474.0
747,TII03C01,Passenger Journeys,2023W38,2023 Week 38,-,All Luas lines,Number,1031691.0
748,TII03C01,Passenger Journeys,2023W38,2023 Week 38,1,Red line,Number,533098.0
749,TII03C01,Passenger Journeys,2023W38,2023 Week 38,2,Green line,Number,498593.0
750,TII03C01,Passenger Journeys,2023W39,2023 Week 39,-,All Luas lines,Number,1013117.0
751,TII03C01,Passenger Journeys,2023W39,2023 Week 39,1,Red line,Number,512536.0
752,TII03C01,Passenger Journeys,2023W39,2023 Week 39,2,Green line,Number,500581.0
753,TII03C01,Passenger Journeys,2023W40,2023 Week 40,-,All Luas lines,Number,1050425.0
754,TII03C01,Passenger Journeys,2023W40,2023 Week 40,1,Red line,Number,534463.0
755,TII03C01,Passenger Journeys,2023W40,2023 Week 40,2,Green line,Number,515962.0
756,TII03C01,Passenger Journeys,2023W41,2023 Week 41,-,All Luas lines,Number,1045716.0
757,TII03C01,Passenger Journeys,2023W41,2023 Week 41,1,Red line,Number,532162.0
758,TII03C01,Passenger Journeys,2023W41,2023 Week 41,2,Green line,Number,513554.0
759,TII03C01,Passenger Journeys,2023W42,2023 Week 42,-,All Luas lines,Number,1085573.0
760,TII03C01,Passenger Journeys,2023W42,2023 Week 42,1,Red line,Number,571365.0
761,TII03C01,Passenger Journeys,2023W42,2023 Week 42,2,Green line,Number,514208.0
762,TII03C01,Passenger Journeys,2023W43,2023 Week 43,-,All Luas lines,Number,1106246.0
763,TII03C01,Passenger Journeys,2023W43,2023 Week 43,1,Red line,Number,578178.0
764,TII03C01,Passenger Journeys,2023W43,2023 Week 43,2,Green line,Number,528068.0
765,TII03C01,Passenger Journeys,2023W44,2023 Week 44,-,All Luas lines,Number,949071.0
766,TII03C01,Passenger Journeys,2023W44,2023 Week 44,1,Red line,Number,502054.0
767,TII03C01,Passenger Journeys,2023W44,2023 Week 44,2,Green line,Number,447017.0
